x,y,species logistic values
727.0,727.0,0.34619066
728.0,728.0,0.046705585
729.0,729.0,0.5994249
730.0,730.0,0.026535269
731.0,731.0,0.13154739
732.0,732.0,0.33520654
733.0,733.0,0.18241607
734.0,734.0,0.005531246
735.0,735.0,0.07449466
736.0,736.0,0.43007854
737.0,737.0,0.18066381
738.0,738.0,0.16030017
739.0,739.0,0.17083508
740.0,740.0,0.2875983
741.0,741.0,0.19403018
742.0,742.0,0.049948595
743.0,743.0,0.25756118
744.0,744.0,0.6328088
745.0,745.0,0.5929714
746.0,746.0,0.12652215
747.0,747.0,0.28648493
748.0,748.0,0.23161626
749.0,749.0,0.1405552
750.0,750.0,0.05116309
751.0,751.0,0.10666028
752.0,752.0,0.15082306
753.0,753.0,0.31549937
754.0,754.0,0.03501065
755.0,755.0,0.36311862
756.0,756.0,0.3530869
757.0,757.0,0.2017757
758.0,758.0,0.36879072
759.0,759.0,0.6341849
760.0,760.0,0.011925111
761.0,761.0,0.153076
762.0,762.0,0.08665695
763.0,763.0,0.3479566
764.0,764.0,0.056869734
765.0,765.0,0.015719937
766.0,766.0,0.55043375
767.0,767.0,0.1842254
768.0,768.0,0.10746633
769.0,769.0,0.5561444
770.0,770.0,0.4011164
771.0,771.0,0.0834554
772.0,772.0,0.10882162
773.0,773.0,0.23254904
774.0,774.0,0.058320884
775.0,775.0,0.07008485
776.0,776.0,0.35985404
777.0,777.0,0.19147484
778.0,778.0,0.04243882
779.0,779.0,0.09895755
780.0,780.0,0.19704844
781.0,781.0,0.07463767
782.0,782.0,0.24252768
783.0,783.0,0.23581061
784.0,784.0,0.020858463
785.0,785.0,0.08652723
786.0,786.0,0.117597476
787.0,787.0,0.03967923
788.0,788.0,0.0674901
789.0,789.0,0.09413545
790.0,790.0,0.20700593
791.0,791.0,0.1857154
792.0,792.0,0.51037765
793.0,793.0,0.83576477
794.0,794.0,0.1318529
795.0,795.0,0.2577195
796.0,796.0,0.10278514
797.0,797.0,0.058996405
798.0,798.0,0.60823566
799.0,799.0,0.09281962
800.0,800.0,0.332217
801.0,801.0,0.31937152
802.0,802.0,0.09726818
803.0,803.0,0.037107788
804.0,804.0,0.09299747
805.0,805.0,0.2356377
806.0,806.0,0.45114502
807.0,807.0,0.6760519
808.0,808.0,0.040286686
809.0,809.0,0.6441907
810.0,810.0,0.23656325
811.0,811.0,0.15317488
812.0,812.0,0.21764144
813.0,813.0,0.12532163
814.0,814.0,0.11463951
815.0,815.0,0.008928856
816.0,816.0,0.053229842
817.0,817.0,0.22703834
818.0,818.0,0.011579602
819.0,819.0,0.2775825
820.0,820.0,0.13755347
821.0,821.0,0.13791376
822.0,822.0,0.013329598
823.0,823.0,0.0159989
824.0,824.0,0.046274707
825.0,825.0,0.14116319
826.0,826.0,0.4822836
827.0,827.0,0.2200993
828.0,828.0,0.070228584
829.0,829.0,0.101799555
