x,y,species logistic values
642.0,642.0,0.57827234
643.0,643.0,0.018585479
644.0,644.0,0.100749336
645.0,645.0,0.05610711
646.0,646.0,0.20803654
647.0,647.0,0.05538181
648.0,648.0,0.07217132
649.0,649.0,0.42473614
650.0,650.0,0.058463745
651.0,651.0,0.14367642
652.0,652.0,0.1383372
653.0,653.0,0.09290395
654.0,654.0,0.07892843
655.0,655.0,0.02423962
656.0,656.0,0.029290866
657.0,657.0,0.6248316
658.0,658.0,0.068153
659.0,659.0,0.33964667
660.0,660.0,0.023012595
661.0,661.0,0.22381224
662.0,662.0,0.24246751
663.0,663.0,0.28226262
664.0,664.0,0.20029989
665.0,665.0,0.055631965
666.0,666.0,0.111385785
667.0,667.0,0.46341878
668.0,668.0,0.015203378
669.0,669.0,0.09924723
670.0,670.0,0.025742842
671.0,671.0,0.37309644
672.0,672.0,0.8961231
673.0,673.0,0.0039985348
674.0,674.0,0.020873202
675.0,675.0,0.021219779
676.0,676.0,0.14984258
677.0,677.0,0.53438866
678.0,678.0,0.46252713
679.0,679.0,0.008548869
680.0,680.0,0.08476292
681.0,681.0,0.1069027
682.0,682.0,0.15007408
683.0,683.0,0.22881757
684.0,684.0,0.66058797
685.0,685.0,0.12719785
686.0,686.0,0.013565748
687.0,687.0,0.009485274
688.0,688.0,0.49064445
689.0,689.0,0.10229104
690.0,690.0,0.06164431
691.0,691.0,0.0275442
692.0,692.0,0.11866311
693.0,693.0,0.61845744
694.0,694.0,0.2397223
695.0,695.0,0.81777394
696.0,696.0,0.5841592
697.0,697.0,0.22538167
698.0,698.0,0.006988068
699.0,699.0,0.33594778
700.0,700.0,0.034886513
701.0,701.0,0.05925505
702.0,702.0,0.039218184
703.0,703.0,0.00858637
704.0,704.0,0.017318953
705.0,705.0,0.016960425
706.0,706.0,0.038032684
707.0,707.0,0.15081698
708.0,708.0,0.03277002
709.0,709.0,0.00546867
710.0,710.0,0.020314079
711.0,711.0,0.04492179
712.0,712.0,0.059397608
713.0,713.0,0.07455086
714.0,714.0,0.1940925
715.0,715.0,0.08101479
716.0,716.0,0.3404885
717.0,717.0,0.17009123
718.0,718.0,0.013439553
719.0,719.0,0.020932171
720.0,720.0,0.24739401
721.0,721.0,0.14409922
722.0,722.0,0.45889163
723.0,723.0,0.042309206
724.0,724.0,0.021172307
725.0,725.0,0.21452288
726.0,726.0,0.19247517
727.0,727.0,0.01695342
728.0,728.0,0.16458502
729.0,729.0,0.04355105
730.0,730.0,0.6422561
731.0,731.0,0.038502578
732.0,732.0,0.08775987
733.0,733.0,0.4083694
734.0,734.0,0.009528671
735.0,735.0,0.106110334
736.0,736.0,0.17494933
737.0,737.0,0.3520699
738.0,738.0,0.22438726
739.0,739.0,0.29901764
740.0,740.0,0.39764032
741.0,741.0,0.14901629
742.0,742.0,0.17110734
743.0,743.0,0.10197968
744.0,744.0,0.17761512
745.0,745.0,0.10752941
746.0,746.0,0.060796034
747.0,747.0,0.104349144
748.0,748.0,0.14539655
749.0,749.0,0.07104521
750.0,750.0,0.61217546
751.0,751.0,0.0022562067
752.0,752.0,0.061441716
753.0,753.0,0.18121253
754.0,754.0,0.010240307
755.0,755.0,0.13445055
756.0,756.0,0.6682994
757.0,757.0,0.35418436
758.0,758.0,0.009784886
759.0,759.0,0.02321558
760.0,760.0,0.40605664
761.0,761.0,0.2924035
762.0,762.0,0.06413957
763.0,763.0,0.029726837
764.0,764.0,0.012883047
765.0,765.0,0.05545542
766.0,766.0,0.020350602
767.0,767.0,0.43641818
768.0,768.0,0.01750319
769.0,769.0,0.1911062
770.0,770.0,0.14418247
771.0,771.0,0.21651565
772.0,772.0,0.08142874
773.0,773.0,0.37465283
774.0,774.0,0.13041641
775.0,775.0,0.073505074
776.0,776.0,0.07369441
777.0,777.0,0.011754247
778.0,778.0,0.2648092
779.0,779.0,0.026222616
780.0,780.0,0.0711285
781.0,781.0,0.023233488
782.0,782.0,0.08554291
783.0,783.0,0.0043772915
784.0,784.0,0.05824975
785.0,785.0,0.16175653
786.0,786.0,0.033824123
787.0,787.0,0.02863975
788.0,788.0,0.2713812
789.0,789.0,0.037760656
790.0,790.0,0.07958596
791.0,791.0,0.026121255
